id,label,tipo,x_cartesiano,y_cartesiano,latitude,longitude
633,BUSIP29.001.1757,equipamento,-54.9473,-31.4406,-3.1234216578513263,-41.76493471801445
634,pp_56,ponto_passagem,-54.9473,-26.2061,-3.1233745562064357,-41.76493471801445
635,pp_57,ponto_passagem,-54.9473,-16.2061,-3.123284573123255,-41.76493471801445
636,pp_58,ponto_passagem,-54.9473,-11.2061,-3.123239581581665,-41.76493471801445
637,pp_59,ponto_passagem,-54.9473,-1.2061,-3.1231495984984847,-41.76493471801445
638,pp_60,ponto_passagem,-54.9473,3.7939,-3.1231046069568946,-41.76493471801445
639,pp_61,ponto_passagem,-54.9473,8.7939,-3.123059615415304,-41.76493471801445
640,pp_62,ponto_passagem,-54.9473,18.7939,-3.122969632332124,-41.76493471801445
641,pp_63,ponto_passagem,-54.9473,23.7939,-3.122924640790534,-41.76493471801445
642,BUSCSB24.001.1855,equipamento,-54.9473,58.4488,-3.122612805315603,-41.76493471801445
643,BUSCSB24.001.1862,equipamento,-54.9473,65.5546,-3.122548865136357,-41.76493471801445
644,BUSIP45.001.1668,equipamento,-54.9473,66.745,-3.122538153550135,-41.76493471801445
645,BUSIP45.001.1686,equipamento,-54.9473,73.7932,-3.1224747316734476,-41.76493471801445
646,BUSIP59.001.1620,equipamento,-54.9473,75.1223,-3.122462772021862,-41.76493471801445
647,REATOR7.001.1401,equipamento,-49.9473,-89.0075,-3.12393966256644,-41.76488973564561
648,pp_64,ponto_passagem,-49.9473,-86.2061,-3.1239144547055178,-41.76488973564561
649,pp_65,ponto_passagem,-49.9473,-81.2061,-3.1238694631639277,-41.76488973564561
650,BUSCSB10.001.1928,equipamento,-49.9473,-55.1986,-3.123635439660346,-41.76488973564561
651,BUSCSB10.001.1922,equipamento,-49.9473,-48.1986,-3.12357245150212,-41.76488973564561
652,BUSIP13.001.2321,equipamento,-49.9473,-47.0182,-3.123561829898981,-41.76488973564561
653,BUSIP13.003.2328,equipamento,-49.9473,-39.9277,-3.123498027393852,-41.76488973564561
654,BUSIP28.001.1734,equipamento,-49.9473,-38.5504,-3.123485634023806,-41.76488973564561
655,BUSIP28.001.1730,equipamento,-49.9473,-31.4406,-3.1234216578513263,-41.76488973564561
656,BUSCSB23.001.1846,equipamento,-49.9473,58.4488,-3.122612805315603,-41.76488973564561
657,BUSCSB23.001.1864,equipamento,-49.9473,65.5546,-3.122548865136357,-41.76488973564561
658,BUSIP44.001.1677,equipamento,-49.9473,66.745,-3.122538153550135,-41.76488973564561
659,BUSIP44.001.1687,equipamento,-49.9473,73.7932,-3.1224747316734476,-41.76488973564561
660,BUSIP58.001.1619,equipamento,-49.9473,75.1223,-3.122462772021862,-41.76488973564561
661,DISJUNTOR12.001.1533,equipamento,-49.6417,5.9661,-3.123085060831566,-41.764886986323226
662,DISJUNTOR12.001.1535,equipamento,-49.6417,8.7939,-3.123059615415304,-41.764886986323226
663,DISJUNTOR12.001.1531,equipamento,-49.6417,12.9661,-3.1230220726733395,-41.764886986323226
664,TC12.001.1215,equipamento,-49.6258,14.5551,-3.1230077743614224,-41.76488684327929
665,TC12.001.1212,equipamento,-49.6258,18.7939,-3.122969632332124,-41.76488684327929
666,SECH12.001.1210,equipamento,-49.6258,23.7939,-3.122924640790534,-41.76488684327929
667,SECH18.001.1216,equipamento,-49.6258,28.8969,-3.1228787224231866,-41.76488684327929
668,SECV12.002.1363,equipamento,-49.584,-1.7987,-3.123154930895994,-41.76488646722669
669,SECV12.002.1357,equipamento,-49.584,-1.2061,-3.1231495984984847,-41.76488646722669
670,SECV12.002.1359,equipamento,-49.584,3.7939,-3.1231046069568946,-41.76488646722669
671,SECV12.002.1358,equipamento,-49.584,5.2904,-3.1230911409884965,-41.76488646722669
672,DISJUNTOR6.001.1485,equipamento,-49.5823,-28.6275,-3.123396344710197,-41.76488645193268
673,DISJUNTOR6.001.1487,equipamento,-49.5823,-26.2061,-3.1233745562064357,-41.76488645193268
674,DISJUNTOR6.001.1491,equipamento,-49.5823,-21.6275,-3.1233333565519708,-41.76488645193268
675,TC6.001.1167,equipamento,-49.5641,-21.1689,-3.123329229927776,-41.76488628819686
676,TC6.001.1158,equipamento,-49.5641,-16.2061,-3.123284573123255,-41.76488628819686
677,SECH6.001.1163,equipamento,-49.5641,-11.2061,-3.123239581581665,-41.76488628819686
678,SECH6.001.1164,equipamento,-49.5641,-7.6514,-3.123207595295087,-41.76488628819686
679,IP6.002.1298,equipamento,-49.4716,-73.773,-3.1238025778383687,-41.76488545602304
680,IP6.002.1301,equipamento,-49.4716,-71.2061,-3.123779480080747,-41.76488545602304
681,SECV6.003.1296,equipamento,-49.4716,-66.2061,-3.123734488539157,-41.76488545602304
682,SECV6.003.1292,equipamento,-49.4716,-61.2061,-3.123689496997567,-41.76488545602304
683,SECV6.001.1297,equipamento,-49.4716,-60.1651,-3.1236801297586076,-41.76488545602304
684,BUSCSB10.001.1921,equipamento,-49.2245,-55.1986,-3.123635439660346,-41.76488323299437
685,BUSCSB10.001.1924,equipamento,-49.2245,-51.2061,-3.1235995139143866,-41.76488323299437
686,BUSCSB10.001.1925,equipamento,-49.2245,-48.1986,-3.12357245150212,-41.76488323299437
687,REATOR7.001.1408,equipamento,-49.1541,-96.0075,-3.124002650724666,-41.76488259964262
688,REATOR7.001.1403,equipamento,-49.1541,-91.2061,-3.123959446247108,-41.76488259964262
689,REATOR7.001.1406,equipamento,-49.1541,-89.0075,-3.12393966256644,-41.76488259964262
690,BUSIP13.001.2327,equipamento,-48.9562,-47.0182,-3.123561829898981,-41.76488081924046
691,BUSIP13.001.2323,equipamento,-48.9562,-46.2061,-3.123554522372796,-41.76488081924046
692,BUSIP13.001.2325,equipamento,-48.9562,-41.2061,-3.123509530831206,-41.76488081924046
693,BUSIP13.001.2326,equipamento,-48.9562,-39.9277,-3.123498027393852,-41.76488081924046
694,BUSIP58.001.1614,equipamento,-48.5753,82.1913,-3.122399162980362,-41.7648773924836
695,BUSCSB9.001.1799,equipamento,-46.5766,-55.182,-3.123635290288428,-41.76485941123148
696,BUSCSB9.001.1795,equipamento,-46.5766,-51.2061,-3.1235995139143866,-41.76485941123148
697,BUSCSB9.001.1792,equipamento,-46.5766,-48.182,-3.123572302130202,-41.76485941123148
698,BUSIP12.001.1568,equipamento,-46.5507,-46.9114,-3.123560868879653,-41.76485917822281
699,BUSIP12.001.1565,equipamento,-46.5507,-46.2061,-3.123554522372796,-41.76485917822281
700,BUSIP12.001.1575,equipamento,-46.5507,-41.2061,-3.123509530831206,-41.76485917822281
701,BUSIP28.001.1578,equipamento,-46.5507,-39.8795,-3.1234975936753915,-41.76485917822281
702,REATOR6.001.1415,equipamento,-45.8001,-95.9902,-3.124002495053932,-41.7648524254696
703,REATOR6.001.1412,equipamento,-45.8001,-91.2061,-3.123959446247108,-41.7648524254696
704,REATOR6.001.1410,equipamento,-45.8001,-88.9902,-3.123939506895706,-41.7648524254696
705,REATOR6.001.1414,equipamento,-44.9473,-88.9902,-3.123939506895706,-41.76484475327677
706,pp_66,ponto_passagem,-44.9473,-86.2061,-3.1239144547055178,-41.76484475327677
707,pp_67,ponto_passagem,-44.9473,-81.2061,-3.1238694631639277,-41.76484475327677
708,IP6.002.1300,equipamento,-44.9473,-73.773,-3.1238025778383687,-41.76484475327677
709,SECV6.001.1294,equipamento,-44.9473,-60.1651,-3.1236801297586076,-41.76484475327677
710,BUSCSB9.001.1797,equipamento,-44.9473,-55.182,-3.123635290288428,-41.76484475327677
711,BUSCSB9.001.1796,equipamento,-44.9473,-48.182,-3.123572302130202,-41.76484475327677
712,BUSIP12.001.1579,equipamento,-44.9473,-46.9114,-3.123560868879653,-41.76484475327677
713,BUSIP12.001.1580,equipamento,-44.9473,-39.8795,-3.1234975936753915,-41.76484475327677
714,BUSIP27.001.1752,equipamento,-44.9473,-38.5504,-3.123485634023806,-41.76484475327677
715,BUSIP27.001.1733,equipamento,-44.9473,-31.4406,-3.1234216578513263,-41.76484475327677
716,DISJUNTOR6.001.1490,equipamento,-44.9473,-28.6275,-3.123396344710197,-41.76484475327677
717,DISJUNTOR6.001.1489,equipamento,-44.9473,-21.6275,-3.1233333565519708,-41.76484475327677
718,TC6.001.1160,equipamento,-44.9473,-21.1689,-3.123329229927776,-41.76484475327677
719,SECH6.001.1162,equipamento,-44.9473,-7.6514,-3.123207595295087,-41.76484475327677
720,SECV12.002.1360,equipamento,-44.9473,-1.7987,-3.123154930895994,-41.76484475327677
721,SECV12.001.1355,equipamento,-44.9473,5.2904,-3.1230911409884965,-41.76484475327677
722,DISJUNTOR12.001.1534,equipamento,-44.9473,5.9661,-3.123085060831566,-41.76484475327677
723,DISJUNTOR12.001.1530,equipamento,-44.9473,12.9661,-3.1230220726733395,-41.76484475327677
724,TC12.001.1220,equipamento,-44.9473,14.5551,-3.1230077743614224,-41.76484475327677
725,SECH18.001.1219,equipamento,-44.9473,28.8969,-3.1228787224231866,-41.76484475327677
726,BUSCSB22.001.1867,equipamento,-44.9473,58.4488,-3.122612805315603,-41.76484475327677
727,BUSCSB22.001.1853,equipamento,-44.9473,65.5546,-3.122548865136357,-41.76484475327677
728,BUSIP43.001.1675,equipamento,-44.9473,66.745,-3.122538153550135,-41.76484475327677
729,BUSIP43.001.1683,equipamento,-44.9473,73.7932,-3.1224747316734476,-41.76484475327677
730,BUSIP57.001.1629,equipamento,-44.9473,75.1223,-3.122462772021862,-41.76484475327677
731,BUSIP57.001.1621,equipamento,-43.3045,82.1913,-3.122399162980362,-41.76482997386966
732,DISJUNTOR12.001.1529,equipamento,-42.6417,5.9661,-3.123085060831566,-41.764824011006844
733,DISJUNTOR12.001.1532,equipamento,-42.6417,8.7939,-3.123059615415304,-41.764824011006844
734,DISJUNTOR12.001.1536,equipamento,-42.6417,12.9661,-3.1230220726733395,-41.764824011006844
735,DISJUNTOR6.001.1488,equipamento,-42.5823,-28.6275,-3.123396344710197,-41.76482347661631
736,DISJUNTOR6.001.1486,equipamento,-42.5823,-26.2061,-3.1233745562064357,-41.76482347661631
737,DISJUNTOR6.001.1492,equipamento,-42.5823,-21.6275,-3.1233333565519708,-41.76482347661631
738,SECV12.001.1356,equipamento,-42.4865,-1.7987,-3.123154930895994,-41.76482261475412
739,SECV12.001.1362,equipamento,-42.4865,-1.2061,-3.1231495984984847,-41.76482261475412
740,SECV12.001.1361,equipamento,-42.4865,3.7939,-3.1231046069568946,-41.76482261475412
741,SECV12.001.1364,equipamento,-42.4865,5.2904,-3.1230911409884965,-41.76482261475412
742,TC12.001.1217,equipamento,-42.4751,14.5551,-3.1230077743614224,-41.764822512194314
743,TC12.001.1214,equipamento,-42.4751,18.7939,-3.122969632332124,-41.764822512194314
744,SECH12.001.1213,equipamento,-42.4751,23.7939,-3.122924640790534,-41.764822512194314
745,SECH18.001.1211,equipamento,-42.4751,28.7939,-3.1228796492489437,-41.764822512194314
746,SECH18.001.1218,equipamento,-42.4751,28.8969,-3.1228787224231866,-41.764822512194314
747,TC6.001.1166,equipamento,-42.4138,-21.1689,-3.123329229927776,-41.76482196071047
748,TC6.001.1159,equipamento,-42.4138,-16.2061,-3.123284573123255,-41.76482196071047
749,SECH6.001.1165,equipamento,-42.4138,-11.2061,-3.123239581581665,-41.76482196071047
750,SECH6.001.1161,equipamento,-42.4138,-7.6514,-3.123207595295087,-41.76482196071047
751,IP6.002.1291,equipamento,-42.3675,-73.773,-3.1238025778383687,-41.76482154417374
752,IP6.002.1295,equipamento,-42.3675,-71.2061,-3.123779480080747,-41.76482154417374
753,SECV6.001.1299,equipamento,-42.3675,-66.2061,-3.123734488539157,-41.76482154417374
754,SECV6.001.1302,equipamento,-42.3675,-61.2061,-3.123689496997567,-41.76482154417374
755,SECV6.001.1293,equipamento,-42.3675,-60.1651,-3.1236801297586076,-41.76482154417374
756,TC11.001.1232,equipamento,-42.054,14.5679,-3.123007659183076,-41.764818723779214
757,TC11.001.1225,equipamento,-42.054,18.7939,-3.122969632332124,-41.764818723779214
758,SECH11.001.1226,equipamento,-42.054,23.7939,-3.122924640790534,-41.764818723779214
759,SECH17.001.1231,equipamento,-42.054,28.7939,-3.1228796492489437,-41.764818723779214
760,SECH17.001.1227,equipamento,-42.054,28.9106,-3.122878599146363,-41.764818723779214
761,TC5.001.1177,equipamento,-41.9923,-21.1561,-3.1233291147494295,-41.76481816869678
762,TC5.001.1175,equipamento,-41.9923,-16.2061,-3.123284573123255,-41.76481816869678
763,SECH5.001.1170,equipamento,-41.9923,-11.2061,-3.123239581581665,-41.76481816869678
764,SECH5.001.1174,equipamento,-41.9923,-7.6384,-3.1232074783170787,-41.76481816869678
765,SECV11.002.1368,equipamento,-41.9749,-1.7856,-3.123154813018155,-41.76481801215814
766,SECV11.002.1376,equipamento,-41.9749,-1.2061,-3.1231495984984847,-41.76481801215814
767,SECV11.002.1369,equipamento,-41.9749,3.7939,-3.1231046069568946,-41.76481801215814
768,SECV11.001.1373,equipamento,-41.9749,5.3041,-3.1230910177116726,-41.76481801215814
769,IP5.002.1314,equipamento,-41.8933,-73.7601,-3.1238024617601914,-41.764817278045875
770,IP5.002.1315,equipamento,-41.8933,-71.2061,-3.123779480080747,-41.764817278045875
771,SECV5.003.1305,equipamento,-41.8933,-66.2061,-3.123734488539157,-41.764817278045875
772,SECV5.001.1306,equipamento,-41.8933,-61.2061,-3.123689496997567,-41.764817278045875
773,SECV5.001.1308,equipamento,-41.8933,-60.1513,-3.123680005581953,-41.764817278045875
774,DISJUNTOR11.001.1540,equipamento,-41.8584,5.9795,-3.1230849402542344,-41.76481696406894
775,DISJUNTOR11.001.1546,equipamento,-41.8584,8.7939,-3.123059615415304,-41.76481696406894
776,DISJUNTOR11.001.1538,equipamento,-41.8584,12.9795,-3.1230219520960083,-41.76481696406894
777,DISJUNTOR5.001.1497,equipamento,-41.799,-28.6141,-3.123396224132865,-41.7648164296784
778,DISJUNTOR5.001.1499,equipamento,-41.799,-26.2061,-3.1233745562064357,-41.7648164296784
779,DISJUNTOR5.001.1495,equipamento,-41.799,-21.6141,-3.123333235974639,-41.7648164296784
780,REATOR6.001.1411,equipamento,-39.9473,-88.9902,-3.123939506895706,-41.76479977090792
781,pp_68,ponto_passagem,-39.9473,-86.2061,-3.1239144547055178,-41.76479977090792
782,pp_69,ponto_passagem,-39.9473,-81.2061,-3.1238694631639277,-41.76479977090792
783,IP5.002.1304,equipamento,-39.9473,-73.7601,-3.1238024617601914,-41.76479977090792
784,SECV5.001.1311,equipamento,-39.9473,-60.1513,-3.123680005581953,-41.76479977090792
785,BUSCSB9.001.1798,equipamento,-39.9473,-55.182,-3.123635290288428,-41.76479977090792
786,BUSCSB9.001.1793,equipamento,-39.9473,-48.182,-3.123572302130202,-41.76479977090792
787,BUSIP11.001.1573,equipamento,-39.9473,-46.9114,-3.123560868879653,-41.76479977090792
788,BUSIP11.001.1576,equipamento,-39.9473,-39.8795,-3.1234975936753915,-41.76479977090792
789,BUSIP26.001.1751,equipamento,-39.9473,-38.5504,-3.123485634023806,-41.76479977090792
790,BUSIP26.001.1743,equipamento,-39.9473,-31.4406,-3.1234216578513263,-41.76479977090792
791,DISJUNTOR5.001.1502,equipamento,-39.9473,-28.6141,-3.123396224132865,-41.76479977090792
792,DISJUNTOR5.001.1494,equipamento,-39.9473,-21.6141,-3.123333235974639,-41.76479977090792
793,TC5.001.1172,equipamento,-39.9473,-21.1561,-3.1233291147494295,-41.76479977090792
794,SECH5.001.1169,equipamento,-39.9473,-7.6384,-3.1232074783170787,-41.76479977090792
795,SECV11.002.1375,equipamento,-39.9473,-1.7856,-3.123154813018155,-41.76479977090792
796,SECV11.001.1366,equipamento,-39.9473,5.3041,-3.1230910177116726,-41.76479977090792
797,DISJUNTOR11.001.1543,equipamento,-39.9473,5.9795,-3.1230849402542344,-41.76479977090792
798,DISJUNTOR11.001.1537,equipamento,-39.9473,12.9795,-3.1230219520960083,-41.76479977090792
799,TC11.001.1228,equipamento,-39.9473,14.5679,-3.123007659183076,-41.76479977090792
800,SECH17.001.1224,equipamento,-39.9473,28.9106,-3.122878599146363,-41.76479977090792
801,BUSCSB21.001.1866,equipamento,-39.9473,58.4488,-3.122612805315603,-41.76479977090792
802,BUSCSB20.001.1849,equipamento,-39.9473,65.5546,-3.122548865136357,-41.76479977090792
803,BUSIP42.001.1676,equipamento,-39.9473,66.745,-3.122538153550135,-41.76479977090792
804,BUSIP42.001.1684,equipamento,-39.9473,73.7932,-3.1224747316734476,-41.76479977090792
805,BUSIP56.001.1623,equipamento,-39.9473,75.1223,-3.122462772021862,-41.76479977090792
806,BUSCSB9.001.1801,equipamento,-39.5766,-55.182,-3.123635290288428,-41.764796435915095
807,BUSCSB9.001.1800,equipamento,-39.5766,-51.2061,-3.1235995139143866,-41.764796435915095
808,BUSIP11.001.1794,equipamento,-39.5766,-48.182,-3.123572302130202,-41.764796435915095
809,REATOR6.001.1409,equipamento,-38.8001,-95.9902,-3.124002495053932,-41.764789450153216
810,REATOR6.001.1413,equipamento,-38.8001,-91.2061,-3.123959446247108,-41.764789450153216
811,REATOR6.001.1416,equipamento,-38.8001,-88.9902,-3.123939506895706,-41.764789450153216
812,BUSIP56.001.1617,equipamento,-38.0338,82.1913,-3.122399162980362,-41.76478255615537
813,BUSCSB8.001.1812,equipamento,-37.529,-55.1665,-3.1236351508146494,-41.764778014735406
814,BUSCSB8.001.1808,equipamento,-37.529,-51.2061,-3.1235995139143866,-41.764778014735406
815,BUSIP11.001.1803,equipamento,-37.529,-48.1501,-3.1235720150841666,-41.764778014735406
816,REATOR5.001.1424,equipamento,-35.7282,-95.973,-3.1240023402830293,-41.76476181388544
817,REATOR5.001.1419,equipamento,-35.7282,-91.2061,-3.123959446247108,-41.76476181388544
818,REATOR5.001.1422,equipamento,-35.7282,-88.973,-3.1239393521248027,-41.76476181388544
819,TC11.001.1230,equipamento,-35.0047,14.5679,-3.123007659183076,-41.76475530493668
820,TC11.001.1222,equipamento,-35.0047,18.7939,-3.122969632332124,-41.76475530493668
821,SECH11.001.1229,equipamento,-35.0047,23.7939,-3.122924640790534,-41.76475530493668
822,SECH17.001.1223,equipamento,-35.0047,28.7939,-3.1228796492489437,-41.76475530493668
823,SECH17.001.1221,equipamento,-35.0047,28.9106,-3.122878599146363,-41.76475530493668
824,TC5.001.1171,equipamento,-34.9648,-21.1561,-3.1233291147494295,-41.76475494597737
825,TC5.001.1168,equipamento,-34.9648,-16.2061,-3.123284573123255,-41.76475494597737
826,SECH5.001.1176,equipamento,-34.9648,-11.2061,-3.123239581581665,-41.76475494597737
827,SECH5.001.1173,equipamento,-34.9648,-7.6384,-3.1232074783170787,-41.76475494597737
828,REATOR5.001.1417,equipamento,-34.9473,-88.973,-3.1239393521248027,-41.76475478853908
829,pp_70,ponto_passagem,-34.9473,-86.2061,-3.1239144547055178,-41.76475478853908
830,pp_71,ponto_passagem,-34.9473,-81.2061,-3.1238694631639277,-41.76475478853908
831,IP5.002.1307,equipamento,-34.9473,-73.7601,-3.1238024617601914,-41.76475478853908
832,SECV5.001.1313,equipamento,-34.9473,-60.1513,-3.123680005581953,-41.76475478853908
833,BUSCSB8.001.1810,equipamento,-34.9473,-55.1665,-3.1236351508146494,-41.76475478853908
834,BUSCSB8.001.1806,equipamento,-34.9473,-48.1501,-3.1235720150841666,-41.76475478853908
835,BUSIP10.001.1581,equipamento,-34.9473,-46.9114,-3.123560868879653,-41.76475478853908
836,BUSIP10.001.1571,equipamento,-34.9473,-39.8795,-3.1234975936753915,-41.76475478853908
837,BUSIP25.001.1750,equipamento,-34.9473,-38.5504,-3.123485634023806,-41.76475478853908
838,BUSIP25.001.1728,equipamento,-34.9473,-31.4406,-3.1234216578513263,-41.76475478853908
839,DISJUNTOR5.001.1498,equipamento,-34.9473,-28.6141,-3.123396224132865,-41.76475478853908
840,DISJUNTOR5.001.1501,equipamento,-34.9473,-21.6141,-3.123333235974639,-41.76475478853908
841,SECV11.002.1372,equipamento,-34.9473,-1.7856,-3.123154813018155,-41.76475478853908
842,SECV11.001.1365,equipamento,-34.9473,5.3041,-3.1230910177116726,-41.76475478853908
843,DISJUNTOR11.001.1542,equipamento,-34.9473,5.9795,-3.1230849402542344,-41.76475478853908
844,DISJUNTOR11.001.1539,equipamento,-34.9473,12.9795,-3.1230219520960083,-41.76475478853908
845,BUSCSB19.001.1851,equipamento,-34.9473,58.4488,-3.122612805315603,-41.76475478853908
846,BUSCSB19.001.1861,equipamento,-34.9473,65.5546,-3.122548865136357,-41.76475478853908
847,BUSIP41.001.1681,equipamento,-34.9473,66.745,-3.122538153550135,-41.76475478853908
848,BUSIP41.001.1682,equipamento,-34.9473,73.7932,-3.1224747316734476,-41.76475478853908
849,BUSIP55.001.1618,equipamento,-34.9473,75.1223,-3.122462772021862,-41.76475478853908
850,SECV11.002.1367,equipamento,-34.907,-1.7856,-3.123154813018155,-41.76475442598119
851,SECV11.002.1371,equipamento,-34.907,-1.2061,-3.1231495984984847,-41.76475442598119
852,SECV11.001.1370,equipamento,-34.907,3.7939,-3.1231046069568946,-41.76475442598119
853,SECV11.001.1374,equipamento,-34.907,5.3041,-3.1230910177116726,-41.76475442598119
854,DISJUNTOR11.001.1544,equipamento,-34.8584,5.9795,-3.1230849402542344,-41.76475398875256
855,DISJUNTOR11.001.1545,equipamento,-34.8584,8.7939,-3.123059615415304,-41.76475398875256
856,DISJUNTOR11.001.1541,equipamento,-34.8584,12.9795,-3.1230219520960083,-41.76475398875256
857,DISJUNTOR5.001.1496,equipamento,-34.799,-28.6141,-3.123396224132865,-41.76475345436202
858,DISJUNTOR5.001.1500,equipamento,-34.799,-26.2061,-3.1233745562064357,-41.76475345436202
859,DISJUNTOR5.001.1493,equipamento,-34.799,-21.6141,-3.123333235974639,-41.76475345436202
860,IP5.002.1316,equipamento,-34.7881,-73.7601,-3.1238024617601914,-41.76475335630045
861,IP5.002.1309,equipamento,-34.7881,-71.2061,-3.123779480080747,-41.76475335630045
862,SECV5.003.1303,equipamento,-34.7881,-66.2061,-3.123734488539157,-41.76475335630045
863,SECV5.001.1310,equipamento,-34.7881,-61.2061,-3.123689496997567,-41.76475335630045
864,SECV5.001.1312,equipamento,-34.7881,-60.1513,-3.123680005581953,-41.76475335630045
865,TC10.001.1235,equipamento,-34.6501,14.5806,-3.1230075449045605,-41.76475211478708
866,TC10.001.1238,equipamento,-34.6501,18.7939,-3.122969632332124,-41.76475211478708
867,SECH10.001.1240,equipamento,-34.6501,23.7939,-3.122924640790534,-41.76475211478708
868,SECH16.001.1237,equipamento,-34.6501,28.7939,-3.1228796492489437,-41.76475211478708
869,SECH16.001.1239,equipamento,-34.6501,28.924,-3.122878478569031,-41.76475211478708
870,DISJUNTOR10.001.1552,equipamento,-34.6226,5.9919,-3.1230848286752115,-41.76475186738405
871,DISJUNTOR10.001.1550,equipamento,-34.6226,8.7939,-3.123059615415304,-41.76475186738405
872,DISJUNTOR10.001.1551,equipamento,-34.6226,12.9919,-3.123021840516985,-41.76475186738405
873,TC4.001.1178,equipamento,-34.5883,-21.1434,-3.123329000470914,-41.764751558804996
874,TC4.001.1179,equipamento,-34.5883,-16.2061,-3.123284573123255,-41.764751558804996
875,SECH4.001.1184,equipamento,-34.5883,-11.2061,-3.123239581581665,-41.764751558804996
876,SECH4.001.1181,equipamento,-34.5883,-7.6257,-3.123207364038563,-41.764751558804996
877,DISJUNTOR4.001.1506,equipamento,-34.5632,-28.6017,-3.1233961125538423,-41.764751332993505
878,DISJUNTOR4.001.1507,equipamento,-34.5632,-26.2061,-3.1233745562064357,-41.764751332993505
879,DISJUNTOR4.001.1503,equipamento,-34.5632,-21.6017,-3.1233331243956157,-41.764751332993505
880,SECV10.002.1378,equipamento,-34.3658,-1.7725,-3.123154695140316,-41.76474955708958
881,SECV10.002.1380,equipamento,-34.3658,-1.2061,-3.1231495984984847,-41.76474955708958
882,SECV10.002.1383,equipamento,-34.3658,3.7939,-3.1231046069568946,-41.76474955708958
883,SECV10.001.1379,equipamento,-34.3658,5.318,-3.123090892635187,-41.76474955708958
884,IP4.002.1321,equipamento,-34.2855,-73.7471,-3.123802344782183,-41.76474883467274
885,IP4.002.1325,equipamento,-34.2855,-71.2061,-3.123779480080747,-41.76474883467274
886,SECV4.003.1326,equipamento,-34.2855,-66.2061,-3.123734488539157,-41.76474883467274
887,SECV4.003.1320,equipamento,-34.2855,-61.2061,-3.123689496997567,-41.76474883467274
888,SECV4.001.1319,equipamento,-34.2855,-60.1375,-3.123679881405298,-41.76474883467274
889,BUSIP55.001.1626,equipamento,-32.763,82.1913,-3.122399162980362,-41.76473513754143
890,REATOR5.001.1420,equipamento,-29.9473,-88.973,-3.1239393521248027,-41.76470980617024
891,pp_72,ponto_passagem,-29.9473,-86.2061,-3.1239144547055178,-41.76470980617024
892,pp_73,ponto_passagem,-29.9473,-81.2061,-3.1238694631639277,-41.76470980617024
893,IP4.002.1322,equipamento,-29.9473,-73.7471,-3.123802344782183,-41.76470980617024
894,SECV4.001.1323,equipamento,-29.9473,-60.1375,-3.123679881405298,-41.76470980617024
895,BUSCSB7.001.1811,equipamento,-29.9473,-55.1665,-3.1236351508146494,-41.76470980617024
896,BUSCSB7.001.1805,equipamento,-29.9473,-48.1501,-3.1235720150841666,-41.76470980617024
897,BUSIP9.001.1577,equipamento,-29.9473,-46.9114,-3.123560868879653,-41.76470980617024
898,BUSIP9.001.1572,equipamento,-29.9473,-39.8795,-3.1234975936753915,-41.76470980617024
899,BUSIP24.001.1729,equipamento,-29.9473,-38.5504,-3.123485634023806,-41.76470980617024
900,BUSIP24.001.1740,equipamento,-29.9473,-31.4406,-3.1234216578513263,-41.76470980617024
901,DISJUNTOR4.001.1508,equipamento,-29.9473,-28.6017,-3.1233961125538423,-41.76470980617024
902,DISJUNTOR4.001.1510,equipamento,-29.9473,-21.6017,-3.1233331243956157,-41.76470980617024
903,TC4.001.1182,equipamento,-29.9473,-21.1434,-3.123329000470914,-41.76470980617024
904,SECH4.001.1186,equipamento,-29.9473,-7.6257,-3.123207364038563,-41.76470980617024
905,SECV10.002.1386,equipamento,-29.9473,-1.7725,-3.123154695140316,-41.76470980617024
906,SECV10.001.1384,equipamento,-29.9473,5.318,-3.123090892635187,-41.76470980617024
907,DISJUNTOR10.001.1549,equipamento,-29.9473,5.9919,-3.1230848286752115,-41.76470980617024
908,DISJUNTOR10.001.1547,equipamento,-29.9473,12.9919,-3.123021840516985,-41.76470980617024
909,TC10.001.1242,equipamento,-29.9473,14.5806,-3.1230075449045605,-41.76470980617024
910,SECH16.001.1236,equipamento,-29.9473,28.924,-3.122878478569031,-41.76470980617024
911,BUSCSB18.001.1858,equipamento,-29.9473,58.4488,-3.122612805315603,-41.76470980617024
912,BUSCSB18.001.1848,equipamento,-29.9473,65.5546,-3.122548865136357,-41.76470980617024
913,BUSIP40.001.1674,equipamento,-29.9473,66.745,-3.122538153550135,-41.76470980617024
914,BUSIP40.001.1685,equipamento,-29.9473,73.7932,-3.1224747316734476,-41.76470980617024
915,BUSIP54.001.1634,equipamento,-29.9473,75.1223,-3.122462772021862,-41.76470980617024
916,REATOR5.001.1418,equipamento,-28.7282,-95.973,-3.1240023402830293,-41.76469883856907
917,REATOR5.001.1421,equipamento,-28.7282,-91.2061,-3.123959446247108,-41.76469883856907
918,REATOR5.001.1423,equipamento,-28.7282,-88.973,-3.1239393521248027,-41.76469883856907
919,DISJUNTOR10.001.1548,equipamento,-27.6226,5.9919,-3.1230848286752115,-41.76468889206767
920,DISJUNTOR10.001.1553,equipamento,-27.6226,8.7939,-3.123059615415304,-41.76468889206767
921,DISJUNTOR10.001.1554,equipamento,-27.6226,12.9919,-3.123021840516985,-41.76468889206767
