timestamp(ms),RCOU.C1,RCOU.C2,RCOU.C3,RCOU.C4,GPS[0].Spd,IMU[0].GyrZ
14879,1260,1820,1820,1260,-0.21340905245265696,0.0
14879,1260,1820,1820,1260,-0.2238169747702543,0.0
14900,1260,1820,1820,1260,-0.08919919475499932,0.0
14900,1260,1820,1820,1260,-0.081798381855059,0.0
14900,1260,1820,1820,1260,-0.07788692215174019,0.0
14919,1260,1820,1820,1260,0.09019189657834474,0.0
14919,1260,1820,1820,1260,0.09646660871770865,0.0
14919,1260,1820,1820,1260,0.07989249427182217,0.0
14939,1260,1820,1820,1260,0.15750054158176174,0.0
14939,1260,1820,1820,1260,0.16198274996913936,0.0
14939,1260,1820,1820,1260,0.16840143004605207,0.0
14959,1260,1820,1820,1260,0.24350469622218873,0.0
14959,1260,1820,1820,1260,0.249272015319575,0.0
14959,1260,1820,1820,1260,0.24877158531061128,0.0
14979,1260,1820,1820,1260,0.31052326048244505,0.0
14979,1260,1820,1820,1260,0.3152098093189522,0.0
14979,1260,1820,1820,1260,0.30917140608777505,0.0
15000,1260,1820,1820,1260,0.38820476089836653,0.0
15000,1260,1820,1820,1260,0.3886424348609727,0.0
15000,1260,1820,1820,1260,0.3945098951662601,0.0
15019,1260,1820,1820,1260,0.4860284762805771,0.0
15019,1260,1820,1820,1260,0.491699392567799,0.0
15019,1260,1820,1820,1260,0.48705468810564145,0.0
15040,1260,1820,1820,1260,0.5568383152190571,0.0
15040,1260,1820,1820,1260,0.5612808958317913,0.0
15040,1260,1820,1820,1260,0.5609021334383631,0.0
15059,1260,1820,1820,1260,0.6239920157635195,0.0
15059,1260,1820,1820,1260,0.6281520547137969,0.0
15059,1260,1820,1820,1260,0.6281252408903433,0.0
15079,1260,1820,1820,1260,0.697076426898,0.0
15079,1260,1820,1820,1260,0.7002785401501445,0.0
15079,1260,1820,1820,1260,0.6970803238452935,0.0
15100,1260,1820,1820,1260,0.7624903313205753,0.0
15100,1260,1820,1820,1260,0.7667665774012212,0.0
15100,1260,1820,1820,1260,0.7678894027831068,0.0
15119,1260,1820,1820,1260,0.8287791663990014,0.0
15119,1260,1820,1820,1260,0.8343356132358902,0.0
15119,1260,1820,1820,1260,0.8263675892350228,0.0
15140,1260,1820,1820,1260,0.8733125395519059,0.0
15140,1260,1820,1820,1260,0.8777563482038192,0.0
15140,1260,1820,1820,1260,0.8751449413421826,0.0
15159,1260,1820,1820,1260,0.9411854858113156,0.0
15159,1260,1820,1820,1260,0.9449062779122344,0.0
15159,1260,1820,1820,1260,0.9410336040834741,0.0
15179,1260,1820,1820,1260,1.003714288977989,0.0
15179,1260,1820,1820,1260,1.0086879056940736,0.0
15179,1260,1820,1820,1260,1.0041635430534466,0.0
15200,1260,1820,1820,1260,1.0294721487656668,0.0
15200,1260,1820,1820,1260,1.0340697540830786,0.0
15200,1260,1820,1820,1260,1.028098380518834,0.0
15219,1260,1820,1820,1260,1.0362139229355973,0.0
15219,1260,1820,1820,1260,1.0413299262004532,0.0
15219,1260,1820,1820,1260,1.0422974682078652,0.0
15239,1260,1820,1820,1260,1.0904849134461976,0.0
15239,1260,1820,1820,1260,1.0947976753158426,0.0
15239,1260,1820,1820,1260,1.0941153515424458,0.0
15260,1260,1820,1820,1260,1.127017872306339,0.0
15260,1260,1820,1820,1260,1.131469568047023,0.0
15260,1260,1820,1820,1260,1.128138594433493,0.0
15279,1260,1820,1820,1260,1.1491573016761045,0.0
15279,1260,1820,1820,1260,1.1532761501057291,0.0
15279,1260,1820,1820,1260,1.1540472670243442,0.0
15299,1260,1820,1820,1260,1.1930751151944075,0.0
15299,1260,1820,1820,1260,1.1977204380212836,0.0
15299,1260,1820,1820,1260,1.196064663002793,0.0
15319,1260,1820,1820,1260,1.2513789287448986,0.0
15319,1260,1820,1820,1260,1.2569808005073735,0.0
15319,1260,1820,1820,1260,1.2486154382330112,0.0
15339,1260,1820,1820,1260,1.2649716059599667,0.0
15339,1260,1820,1820,1260,1.2696761348001844,0.0
15339,1260,1820,1820,1260,1.2617927147727035,0.0
15359,1260,1820,1820,1260,1.2627691318675502,0.0
15359,1260,1820,1820,1260,1.2667814643896929,0.0
15359,1260,1820,1820,1260,1.2655887964008203,0.0
15379,1260,1820,1820,1260,1.316688672004277,0.0
15379,1260,1820,1820,1260,1.3216244060777695,0.0
